name,district,lat,lng,tag
卫零北路漕廊公路,金山区,30.798253,121.311594, 
德贤路康和路,金山区,30.803169,121.308926, 
松金公路六里路,金山区,30.791712,121.302358, 
郭家桥,金山区,30.780781,121.31519, 
桑园村二组,金山区,30.794158,121.316879, 
松金公路六里桥,金山区,30.783641,121.30723, 
招呼站,金山区,30.781583,121.317153, 
六里,金山区,30.786788,121.305509, 
六里(招呼站),金山区,30.786314,121.305856, 
松金公路甪里,金山区,30.786468,121.305739, 
东贤路康和路(招呼站),金山区,30.802507,121.305958, 
康和路东贤路(招呼站),金山区,30.803386,121.306058, 
中侨学院,金山区,30.80357,121.308438, 
体育场,金山区,30.795271,121.337918, 
南阳港桥,金山区,30.775545,121.33971, 
杭州湾大道南阳港路,金山区,30.774924,121.339977, 
杭州湾大道体育场南环路,金山区,30.788279,121.333719, 
杭州湾大道南阳港桥,金山区,30.775661,121.339666, 
旧港村西,金山区,30.7859,121.323628, 
杭州湾大道体育场北环路,金山区,30.794201,121.330505, 
杭州湾大道漕廊公路,金山区,30.803112,121.321034, 
卫零北路张旧路,金山区,30.786748,121.324459, 
桑园,金山区,30.79936,121.325764, 
金山体育中心(申鑫俱乐部),金山区,30.792281,121.331679, 
张家宅,金山区,30.793683,121.323076, 
旧港村委,金山区,30.7894,121.327704, 
杭州湾大道桑园,金山区,30.799333,121.32582, 
金山体育中心,金山区,30.792262,121.331648, 
旧港村二组,金山区,30.783211,121.32656, 
马棚,金山区,30.77344,121.346071, 
招呼站,金山区,30.793583,121.349692, 
中兴村,金山区,30.780462,121.345526, 
公共卫生临床中心,金山区,30.798819,121.347988, 
沈家宅,金山区,30.785246,121.341626, 
倪家宅,金山区,30.801138,121.352789, 
储家宅,金山区,30.789442,121.348504, 
马家宅,金山区,30.793401,121.353849, 
山通路,金山区,30.776247,121.347198, 
徐家宅,金山区,30.783199,121.343911, 
金舸路漕廊公路,金山区,30.804894,121.353132, 
漕廊公路申康二路,金山区,30.803252,121.348005, 
